numRequests,go_0,go_1,go_2,go_3,go_4,go_5,go_6,go_7,go_8,go_9,go_10,go_11,go_12,go_13,go_14,go_15,go_16,go_17,go_18,go_19,go_20,go_21,go_22,go_23,go_24,go_25,go_26,go_27,go_28,go_29,go_30,go_31,go_32,go_33,go_34,go_35,go_36,go_37,go_38,go_39,go_40,go_41,go_42,go_43,go_44,go_45,go_46,go_47,go_48,go_49,go_50,go_51,go_52,go_53,go_54,go_55,go_56,go_57,go_58,go_59,go_60,go_61,go_62,go_63,go_64,go_65,go_66,go_67,go_68,go_69,go_70,go_71,go_72,go_73,go_74,go_75,go_76,go_77,go_78,go_79,go_80,go_81,go_82,go_83,go_84,go_85,go_86,go_87,go_88,go_89,go_90,go_91,go_92,go_93,go_94,go_95,go_96,go_97,go_98,go_99,go_100,java_0,java_1,java_2,java_3,java_4,java_5,java_6,java_7,java_8,java_9,java_10,java_11,java_12,java_13,java_14,java_15,java_16,java_17,java_18,java_19,java_20,java_21,java_22,java_23,java_24,java_25,java_26,java_27,java_28,java_29,java_30,java_31,java_32,java_33,java_34,java_35,java_36,java_37,java_38,java_39,java_40,java_41,java_42,java_43,java_44,java_45,java_46,java_47,java_48,java_49,java_50,java_51,java_52,java_53,java_54,java_55,java_56,java_57,java_58,java_59,java_60,java_61,java_62,java_63,java_64,java_65,java_66,java_67,java_68,java_69,java_70,java_71,java_72,java_73,java_74,java_75,java_76,java_77,java_78,java_79,java_80,java_81,java_82,java_83,java_84,java_85,java_86,java_87,java_88,java_89,java_90,java_91,java_92,java_93,java_94,java_95,java_96,java_97,java_98,java_99,java_100
11000,2320.605,2324.433,2328.322,2332.488,2336.408,2339.887,2343.6,2346.445,2348.4,2351.163,2354.811,2358.131,2361.772,2365.381,2368.99,2372.2960000000003,2374.959,2377.3360000000002,2380.364,2383.396,2386.104,2389.076,2391.011,2392.386,2394.373,2395.752,2397.238,2398.7889999999998,2401.239,2404.038,2406.8779999999997,2409.643,2412.508,2414.02,2415.083,2416.104,2417.138,2418.129,2419.106,2419.976,2420.893,2421.9970000000003,2422.88,2424.2889999999998,2425.772,2428.048,2429.446,2430.413,2431.482,2432.458,2433.386,2434.377,2435.453,2436.6710000000003,2437.51,2438.423,2439.527,2441.118,2442.841,2443.87,2445.081,2446.132,2447.234,2448.376,2449.194,2450.4570000000003,2452.05,2454.563,2456.55,2458.256,2459.1620000000003,2460.506,2461.647,2462.768,2464.115,2465.617,2467.3579999999997,2469.974,2471.5,2472.925,2474.474,2477.153,2478.6079999999997,2479.695,2480.741,2481.56,2482.413,2483.621,2486.624,2488.076,2489.9429999999998,2491.722,2493.953,2496.01,2497.027,2498.433,2499.5370000000003,2501.1620000000003,2502.01,2503.455,2509.958,668.8439999999999,1768.215,2076.626,2336.385,3317.958,3881.989,4285.617,4927.178,4952.299,4966.832,5003.365,5332.954000000001,5454.071999999999,5672.165,5737.156,5750.429,5762.715,5811.169,5848.044,5939.985,6011.334,6018.686,6022.111999999999,6030.309,6040.956999999999,6140.477,6238.434,6403.735,6543.244000000001,6553.446999999999,6597.62,6689.314,6746.669,6815.6230000000005,6934.246,7084.65,7274.944,7442.781,7598.093000000001,7704.314,7910.7080000000005,8034.024,8086.882,8238.958,8328.104,8476.211,8674.955,8880.652,9606.961,10271.331,10435.496,10619.335,10750.508999999998,11058.192,12275.59,12736.607,13075.356000000002,13431.473999999998,13664.322,14026.333999999999,14314.843,14560.142,14562.392,14563.585,14565.451000000001,14567.518999999998,14569.816,14572.163,14573.978000000001,14576.079,14578.068000000001,14580.159,14582.475,14584.663999999999,14587.024,14589.346000000001,14591.748,14593.683,14595.556,14597.378,14598.867,14599.198,14599.911,14602.513,14604.858999999999,14607.267,14609.558,14611.878999999999,14614.171999999999,14616.327,14618.442,14620.821000000002,14623.963,14625.646999999999,14626.344,14686.985,14851.531,15609.033000000001,17315.476000000002,17593.883,18357.155
12000,2346.585,2349.951,2352.81,2356.095,2359.028,2360.394,2362.8289999999997,2366.1220000000003,2369.731,2373.413,2377.132,2380.764,2384.427,2387.761,2391.0029999999997,2394.3520000000003,2397.605,2400.33,2402.005,2403.667,2405.197,2406.723,2409.109,2412.139,2415.319,2418.286,2421.3920000000003,2424.324,2427.038,2428.394,2429.56,2430.57,2431.581,2432.442,2433.39,2434.116,2434.901,2435.514,2436.292,2437.843,2440.065,2441.464,2443.79,2445.925,2450.502,2452.944,2455.7960000000003,2460.462,2462.761,2464.3979999999997,2466.366,2467.771,2469.154,2470.232,2471.632,2472.282,2473.084,2474.172,2475.653,2477.448,2479.371,2481.485,2483.689,2485.531,2486.883,2488.699,2491.239,2494.236,2496.9429999999998,2499.7110000000002,2502.776,2505.882,2507.992,2509.647,2511.26,2512.498,2514.56,2516.777,2518.634,2519.812,2521.473,2522.712,2524.8920000000003,2526.581,2527.955,2529.565,2531.744,2532.6710000000003,2533.651,2535.469,2537.469,2538.574,2540.321,2541.804,2543.473,2546.245,2549.167,2552.371,2554.494,2559.0389999999998,3021.883,611.044,788.559,927.192,1081.468,1281.516,1461.514,1566.172,1654.4470000000001,1733.058,1904.6989999999998,2183.482,2364.916,2564.196,2656.06,2741.762,2842.1020000000003,2941.89,3066.6859999999997,3180.442,3291.433,3425.433,3573.284,3756.0490000000004,4167.589,4183.73,4203.6,4226.839,4250.798,4443.776,4657.0109999999995,5002.686,5302.839,5406.455,5419.691999999999,5764.172,5984.342,6015.44,6029.834,6220.154,6356.361,6368.901999999999,6413.675,6426.224,6427.340999999999,6618.225,6965.659000000001,7052.193,7107.6230000000005,7175.6759999999995,7227.581999999999,7543.238,7554.789000000001,7564.73,8036.306,8630.798,9120.311,9231.341999999999,9267.915,9784.114,10094.019,10094.742,10095.902,10097.056999999999,10098.333,10099.164,10100.235,10101.449,10102.067,10102.627,10103.141,10104.059000000001,10104.655,10105.178,10105.404,10105.817,10106.06,10107.881,10110.914,10112.295,10113.365,10114.948,10116.928,10120.269,10123.798,10127.005,10130.028,10135.117,10137.555,10140.780999999999,10144.077,10346.782,10436.886999999999,10604.326000000001,10678.204,10775.985,11524.243999999999,12133.6,12179.508999999998,13265.954,20509.461,20513.162
13000,2375.061,2379.2,2382.9970000000003,2385.958,2389.576,2393.52,2397.624,2401.456,2405.641,2409.6479999999997,2413.617,2417.575,2421.906,2425.972,2430.149,2434.206,2438.313,2442.554,2445.736,2447.573,2449.494,2451.484,2453.369,2456.02,2459.8720000000003,2463.675,2467.891,2471.839,2475.7870000000003,2479.577,2483.263,2484.913,2486.424,2488.321,2490.158,2491.6839999999997,2493.093,2495.0820000000003,2497.5229999999997,2500.284,2502.821,2505.198,2506.439,2508.04,2509.527,2510.904,2512.366,2513.78,2515.234,2518.343,2521.533,2524.387,2527.324,2528.862,2530.494,2532.069,2533.703,2535.081,2536.928,2539.626,2542.782,2545.464,2547.3160000000003,2548.968,2550.643,2552.2039999999997,2553.755,2557.35,2560.784,2564.154,2567.394,2569.053,2570.507,2572.153,2573.761,2575.195,2577.466,2580.722,2583.834,2586.165,2587.6220000000003,2588.883,2590.187,2592.621,2594.752,2597.369,2599.738,2601.8289999999997,2603.354,2604.911,2606.15,2608.015,2608.82,2609.734,2610.615,2611.555,2613.235,2615.379,2617.042,2619.564,2631.91,208.17,1432.0539999999999,1752.766,2186.65,2342.159,2510.044,3327.147,3481.317,3631.8459999999995,3797.9040000000005,3945.2790000000005,4244.974,4356.374,4440.832,4504.717000000001,4586.088,4643.912,4700.911,4764.742,4805.088,4869.924,4926.767,5000.642,5002.268,5002.832,5054.482,5130.995,5189.329000000001,5246.531999999999,5297.142,5332.0869999999995,5380.854,5458.986,5520.727,5590.936,5682.896,5785.4890000000005,5941.988,6002.826999999999,6013.874,6024.226,6038.745,6102.303000000001,6156.673000000001,6205.311,6261.861,6272.231,6272.398,6272.855,6273.396,6273.835999999999,6274.016,6274.257,6274.545,6274.821999999999,6275.133000000001,6275.312,6275.438,6275.534000000001,6275.679,6276.554,6277.721,6278.804,6279.7119999999995,6280.666,6281.467,6281.919,6282.346,6282.496999999999,6282.545,6282.634,6282.766,6282.895,6283.0740000000005,6309.878000000001,6381.323,6498.831,6562.15,6707.653,7004.2519999999995,7617.758000000001,7897.976,8102.453,8260.965,8401.896,8517.096,8994.213,9147.218,9293.939,11044.757,11211.005,11374.587,11801.944,11888.081,12098.097,12303.403,12515.042,12889.745,14467.532,20372.378,20488.798
14000,2400.864,2405.38,2409.927,2414.627,2419.123,2423.0460000000003,2426.996,2431.243,2435.554,2438.7670000000003,2440.825,2443.383,2447.936,2452.062,2455.894,2459.756,2463.382,2467.232,2471.0589999999997,2474.989,2478.805,2482.6279999999997,2487.7039999999997,2492.501,2497.13,2499.7670000000003,2501.958,2504.331,2506.5460000000003,2508.842,2512.166,2516.447,2520.8979999999997,2524.876,2528.632,2531.98,2535.47,2539.298,2542.198,2543.744,2545.101,2546.341,2547.592,2548.887,2550.107,2551.644,2553.357,2554.677,2556.4629999999997,2558.899,2561.9179999999997,2565.651,2568.906,2571.889,2573.382,2574.811,2576.323,2577.573,2578.933,2580.2960000000003,2581.643,2583.1620000000003,2584.37,2586.666,2589.76,2591.862,2593.1710000000003,2594.295,2595.516,2596.641,2598.2470000000003,2599.419,2600.951,2602.141,2603.782,2606.042,2608.111,2609.308,2610.565,2612.0429999999997,2613.7960000000003,2615.5429999999997,2618.367,2621.5429999999997,2623.795,2624.848,2626.0809999999997,2627.3520000000003,2628.6659999999997,2630.0879999999997,2631.665,2633.928,2635.755,2636.7909999999997,2637.3920000000003,2638.136,2638.822,2639.6740000000004,2641.143,2643.4429999999998,2652.223,3335.724,3715.32,3982.0759999999996,4500.262,4721.826,4925.319,5001.019,5002.843,5002.987,5003.104,5003.4220000000005,5124.843,5325.379,5557.807,6005.149,6016.343000000001,6026.566999999999,6036.74,6148.344,6323.236,6500.888000000001,6692.658,6891.033,7122.331999999999,7444.938,7649.899,7852.548000000001,8021.611999999999,8038.839,8128.164000000001,8320.954,8554.296,8698.174,8888.533000000001,8936.085,8966.603000000001,9008.041,9267.396999999999,9287.709,9363.533000000001,9734.159,9743.06,10014.36,10567.678,10631.965,10971.038,11027.006000000001,11378.542,11545.579,11706.298,11717.961000000001,12298.104,12860.091,13059.511999999999,13061.228000000001,13062.947,13065.011,13066.745,13070.85,13075.847,13079.603000000001,13081.288,13083.623,13085.928999999998,13088.382,13090.308,13092.436000000002,13095.434,13098.021999999999,13102.458999999999,13105.768,13108.714,13111.328000000001,13111.973,13112.11,13113.442,13114.124,13114.63,13117.901000000002,13119.017,13120.015,13123.999,13342.161,14708.015,15151.57,15725.812,15980.273000000001,16634.056,17467.068,17922.682,17936.512,19381.638,20591.221,21951.307,21961.566000000003,22107.338,22599.765,22621.838,22767.135,23591.585,27261.51
15000,2434.99,2764.112,3092.6259999999997,3419.337,3746.042,4073.0690000000004,4380.464,4383.862,4387.276,4391.077,4395.331,4399.99,4404.7029999999995,4409.420999999999,4414.192,4418.8679999999995,4423.528,4428.1140000000005,4433.061,4437.798,4440.096,4442.288,4444.412,4446.68,4448.929,4450.782999999999,4452.854,4454.657999999999,4457.167,4460.442,4465.123,4469.713,4473.775,4478.354,4482.365,4484.755999999999,4486.1179999999995,4487.909000000001,4489.5109999999995,4491.022,4492.7609999999995,4494.588,4495.986,4497.28,4498.4929999999995,4500.005999999999,4502.188,4504.795,4507.486,4508.589,4509.827,4511.192,4512.729,4514.295,4515.880999999999,4517.58,4518.855,4521.0,4523.7570000000005,4526.397,4529.001,4531.805,4533.148,4534.778,4536.215999999999,4537.767,4539.552,4541.002,4542.529,4543.792,4545.2970000000005,4547.984,4550.318,4551.7970000000005,4553.404,4554.902,4556.32,4557.604,4559.031,4560.858,4563.356,4564.896,4566.545,4568.044,4569.354,4570.665,4572.088,4573.638,4575.036,4576.941,4578.322,4579.452,4580.572,4582.066,4583.928,4586.2390000000005,4588.403,4590.559,4592.698,4596.095,4603.420999999999,200.736,237.033,253.08900000000003,264.54400000000004,269.621,274.346,278.28700000000003,281.64599999999996,286.945,297.365,1269.104,3387.567,3753.803,4143.778,4457.935,4747.293,5000.106,5000.138,5000.163,5000.352,5002.186,5160.402,5413.0509999999995,5602.653,5838.378000000001,6009.785,6124.096,6341.56,6537.829000000001,6707.465,6919.59,7105.759,7352.762,7550.415,7701.789000000001,7835.486999999999,7974.43,8112.948,8276.293,8440.256,8588.552,8786.411,9049.309000000001,9332.939,9530.181999999999,9675.289,9778.12,9836.984,9916.101999999999,10105.738000000001,10376.064,10694.22,10727.973,10751.434,11053.608,11819.351,12482.427,12779.295,12832.533000000001,12888.223,12956.372,13826.089,14287.323999999999,14292.237,14297.114,14301.706,14305.815,14309.82,14314.448999999999,14319.065,14323.7,14328.2,14329.374,14329.636999999999,14329.993999999999,14330.553,14331.83,14333.48,14336.257,14339.495,14341.906,14344.39,14346.716,14349.108,14351.793,14352.752,14352.886,14679.253999999999,15160.942,15821.208999999999,16383.796999999999,16742.999,16961.858,18099.067,19412.7,21021.68,22609.256,23842.85,24215.11,26139.097999999998,29206.819
16000,2461.725,2824.134,3182.909,3538.5370000000003,3892.1409999999996,4245.147,4594.861,4938.832,5278.493,5622.501,5965.328,6307.433000000001,6571.979,6577.408,6582.555,6587.803000000001,6593.156,6598.363,6603.423000000001,6608.545,6613.62,6618.935,6624.005,6629.273,6634.468000000001,6637.105,6639.4490000000005,6641.595,6644.059,6646.393,6648.609,6650.66,6653.5,6656.781,6661.624,6666.371,6671.319,6676.161,6680.8240000000005,6685.148,6686.871999999999,6688.689,6690.39,6692.022,6693.459,6695.018,6696.314,6697.798000000001,6699.241,6700.616999999999,6702.274,6704.714,6707.009,6708.278,6709.887,6711.496,6712.959,6714.444,6715.746999999999,6717.251,6718.7080000000005,6720.691,6722.2609999999995,6723.956,6725.621999999999,6727.515,6729.682,6731.848000000001,6734.539000000001,6735.982,6737.206,6738.295,6739.485,6740.306,6741.443,6742.531,6743.589,6744.355,6745.359,6746.628000000001,6748.590999999999,6750.526,6753.1269999999995,6754.911,6757.736999999999,6759.654,6762.985,6766.012,6769.075,6770.741999999999,6772.969,6774.651,6776.194,6777.382,6779.433000000001,6781.448,6783.309,6786.16,6789.515,6791.831,6797.316999999999,4014.038,5000.537,5002.825,5002.91,5002.97,5003.052,5005.684,5194.889,5553.903,5747.096,5900.852,5981.897,6007.839,6014.965999999999,6021.5419999999995,6027.35,6034.594,6156.387,6295.465,6443.7119999999995,6546.691,6698.32,6802.638000000001,6944.262,7115.858,7244.9890000000005,7417.807,7543.541,7705.003000000001,7791.154,7878.281,7971.404,8043.397,8137.717,8200.315,8302.34,8401.489,8504.903,8625.124,8746.329,8812.595,8880.49,8950.02,9056.786,9173.536,9265.746,9374.458,9438.949,9501.38,9602.77,9768.388,10096.541,10399.548,10726.608,11658.787,12385.233,12773.447,13087.294,13585.159,13615.423,13755.652,13757.526000000002,13760.623,13764.827,13768.963,13772.642,13779.236,13783.405,13786.367,13789.428,13791.702,13794.466999999999,13797.399,13798.355,13798.451000000001,13798.783000000001,13799.184,13800.23,13802.55,13805.357,13808.448,13812.697,13817.613000000001,13820.812,14021.588,14668.452,15263.237,16453.297,16638.473,16752.633,18165.718999999997,20619.209,20797.2,21296.815,22480.691000000003,23347.666,24197.9,26029.65,27956.773999999998,30385.761000000002,34080.778
17000,2481.548,2878.2740000000003,3266.763,3680.282,4072.95,4460.611,4843.463,5225.272,5611.656,5993.637,6371.1269999999995,6745.898,7121.056,7492.448,7859.948,8231.097,8597.345,8949.686,8958.018,8963.523000000001,8968.901,8974.19,8977.378,8979.860999999999,8982.345,8985.005,8987.523000000001,8989.635,8992.642,8996.741,9002.369,9007.841999999999,9013.45,9018.89,9024.455,9030.221,9035.068000000001,9039.347,9043.982,9048.662,9053.062,9057.743,9060.385,9062.261,9064.030999999999,9065.871,9067.662,9069.535,9071.326,9073.155999999999,9075.396999999999,9077.418,9079.45,9081.516,9083.63,9086.073,9088.276,9090.318000000001,9092.239,9094.301,9096.202,9098.246,9100.313,9103.69,9108.166,9111.654,9115.463,9119.572,9122.044,9123.8,9125.546999999999,9127.385,9129.421,9131.12,9132.398000000001,9133.805,9136.088,9138.8,9142.164,9143.726999999999,9145.12,9146.693000000001,9148.232,9149.741,9151.323,9154.405,9158.035,9159.689,9161.18,9162.314,9163.124,9163.966999999999,9164.831,9165.681999999999,9166.515,9167.296999999999,9167.883,9169.132,9171.895,9173.839,9178.901,107.87100000000001,115.941,247.00900000000001,452.336,685.442,969.303,1368.941,1630.412,2249.888,2796.5959999999995,3184.297,3692.259,4098.229,4637.333,5000.306,5000.735,5002.465999999999,5002.732,5002.91,5070.326,5273.772,5435.805,5565.405,5666.93,5742.945,5801.48,5872.763000000001,5961.285,6003.456999999999,6009.722,6016.278,6021.795,6027.448,6034.013000000001,6067.073,6120.279,6184.191999999999,6304.017,6399.855,6460.576,6514.182,6565.164000000001,6684.6140000000005,6767.996,6829.488,6899.916,6995.994000000001,7074.126,7162.286,7349.276,7469.422,7521.919,7596.695,7695.8330000000005,7782.357,7968.526999999999,8029.105,8038.235,8046.695,8224.237,8897.154,9314.544,9885.802,10016.287,10017.954,10019.453000000001,10020.646999999999,10021.09,10021.357,10021.83,10022.615,10023.289,10025.663,10028.295,10030.677,10033.829,10035.083,10036.294,10038.918,10041.714,10047.421,10053.289,10058.593,10063.789,10069.249,10985.577,12122.718,12666.733999999999,13044.354,13528.635,13928.623,14880.055,17650.878,20027.156000000003,20405.538,21536.313,21795.673,22605.122000000003,23127.897,24626.166,30865.325
18000,2538.411,2964.137,3390.8909999999996,3811.187,4231.524,4650.588,5061.423,5477.931,5889.62,6296.187,6704.911,7112.818,7521.62,7923.234,8325.023000000001,8724.241,9120.386,9515.515,9905.946,10292.626,10675.27,11063.463,11289.455,11293.141000000001,11296.45,11299.948999999999,11302.903999999999,11306.206,11308.41,11310.183,11312.005,11313.871000000001,11315.828000000001,11317.312,11319.716,11322.926000000001,11326.58,11328.201000000001,11329.841999999999,11331.651000000002,11333.658000000001,11335.261999999999,11337.351,11339.76,11341.615,11343.323999999999,11345.031,11346.716,11349.836000000001,11353.582,11355.923,11358.132,11360.001,11361.823999999999,11365.385,11369.462,11371.497,11373.126,11375.473,11378.138,11382.982,11388.005,11390.322,11392.536,11395.785,11400.483,11404.133999999998,11406.49,11409.343,11412.036,11415.276000000002,11417.226,11418.767,11420.893,11422.757,11424.426000000001,11425.95,11428.215,11429.935,11431.611,11433.738000000001,11435.107,11436.534,11437.98,11439.875,11442.536,11444.032,11446.606000000002,11448.445,11452.594,11455.243999999999,11458.434,11461.258999999998,11463.579,11466.777,11470.391000000001,11472.515,11474.371000000001,11475.902,11478.405,11482.332,3841.873,4171.162,4518.5740000000005,4808.3820000000005,5002.7970000000005,5003.998,5195.395,5431.77,5673.460999999999,5891.9580000000005,6017.085999999999,6061.941999999999,6491.194,6897.420999999999,7083.316,7239.138000000001,7456.894,7678.954000000001,7835.428000000001,8023.054,8036.904,8049.605,8185.5109999999995,8374.844000000001,8487.044,8568.31,8670.809000000001,8778.606,8877.776,8962.732,9054.046999999999,9176.511999999999,9276.452,9430.06,9521.048,9633.506,9736.574,9819.655,9915.513,10064.311,10220.26,10324.311,10497.087,10639.048999999999,10787.598999999998,11100.896,11371.441,11585.223999999998,12012.105,12214.42,12750.125,13398.648000000001,13880.11,13883.704,13888.018,13893.395,13898.981000000002,13904.447,13909.566,13913.261,13916.987,13920.548,13922.43,13923.235,13928.15,13933.711000000001,13939.042,13944.252,13948.162,13951.793,13954.594,13957.26,13958.215,14216.05,14898.611,15499.487,15976.771999999999,16749.995,17492.956000000002,17755.825,18390.431,18601.546000000002,18738.15,19186.164,19243.267,19270.802,19309.511000000002,19374.513,19377.91,19400.503,19405.602,19591.508,19607.436999999998,19624.011000000002,21435.537999999997,23226.994,24112.9,24508.627999999997,28367.922000000002,32309.55,36632.886
19000,2563.685,3019.6279999999997,3477.6009999999997,3927.7690000000002,4380.07,4831.687,5280.94,5723.1,6163.1990000000005,6604.2,7039.026,7473.177,7911.513000000001,8343.694,8774.327,9191.39,9619.777,10042.306,10471.997,10893.399,11312.681,11730.453000000001,12149.1,12565.719,12977.011,13374.116000000002,13661.483999999999,13664.243,13667.594,13670.535,13673.88,13677.249,13680.059,13682.265,13683.791000000001,13685.678999999998,13687.583999999999,13688.996000000001,13690.646999999999,13692.008,13693.548,13695.438999999998,13697.943000000001,13700.368999999999,13701.985,13703.653999999999,13704.733999999999,13705.78,13707.235,13708.425,13709.618,13711.058,13716.624,13721.085,13724.928999999998,13730.67,13735.946000000002,13738.801000000001,13741.931999999999,13744.202,13746.0,13748.563,13750.657,13752.681999999999,13754.589,13756.64,13759.58,13763.073999999999,13766.655,13770.062,13772.656,13774.386999999999,13776.181,13778.482,13781.498,13784.553999999998,13787.478000000001,13789.85,13791.643999999998,13793.458,13795.489,13798.198999999999,13799.775,13801.339,13802.919,13805.085,13806.535,13808.106000000002,13809.646,13811.511,13813.05,13814.808,13816.982,13818.946000000002,13820.82,13822.788999999999,13825.284,13826.423,13827.35,13830.569,13841.827,3148.018,4368.9529999999995,5002.577,5002.819,5003.188,5345.628000000001,5741.845,6010.8640000000005,6024.909000000001,6170.456,6369.738,6505.678000000001,6729.573,7022.244000000001,7341.706999999999,7557.204000000001,7655.6,7770.954000000001,7888.675,7997.255999999999,8030.813,8044.356,8102.922,8205.83,8299.79,8354.735999999999,8419.154,8478.696,8573.313,8664.9,8755.033000000001,8831.769,8907.035,8989.251,9046.532,9118.521,9198.303,9267.509,9336.282,9394.219000000001,9460.715,9520.875,9595.957,9657.568000000001,9767.536,9915.276,10055.673,10235.834,10516.733999999999,10700.663,10877.207,11038.628999999999,11263.101999999999,11617.335,11966.662,12262.839,12440.496000000001,12835.771,13111.253,13112.538999999999,13116.851,13120.819,13124.881000000001,13128.292,13131.374,13133.733999999999,13134.735,13136.898000000001,13137.907,13138.423,13141.18,13143.95,13146.411,13148.944,13151.69,13153.226,13154.303999999998,13157.886,13502.309,14129.207,14525.157,15152.608,15772.251,16291.659,16723.697,17163.79,17332.578999999998,17598.698,18868.533,19077.8,23333.013,24097.481,24344.792,24720.121,25315.944,25351.328999999998,26723.634,29112.882999999998,32253.047000000002,38289.196,38409.793
20000,2571.626,3064.9440000000004,3556.33,4047.442,4571.705,5064.637,5544.2480000000005,6025.8640000000005,6502.454000000001,6987.085,7464.432,7938.158,8407.425,8875.779,9334.488000000001,9792.283000000001,10250.774,10707.133,11144.823999999999,11597.728000000001,12048.663999999999,12491.776000000002,12932.406,13373.783000000001,13811.733999999999,14248.15,14679.766000000001,15112.495,15543.794,15972.803,16155.543,16160.753,16166.258,16171.671,16177.003,16181.344,16184.011999999999,16186.571000000002,16189.171999999999,16191.645,16194.308,16196.502,16198.59,16201.357,16204.117,16206.719,16210.636999999999,16215.038,16217.563,16219.396,16221.026000000002,16222.858,16224.563,16226.425,16228.171,16230.058,16231.868999999999,16233.625,16235.723,16237.284,16238.87,16240.691,16242.308,16244.153999999999,16245.74,16247.427,16249.284,16251.101999999999,16252.728000000001,16254.615,16256.876,16258.524,16260.103000000001,16261.72,16263.36,16265.145,16266.576000000001,16267.895,16269.877,16271.953000000001,16274.837,16278.86,16281.117,16283.582,16286.493,16291.08,16293.909,16295.843,16298.368999999999,16302.126,16304.027,16307.072,16311.473999999998,16313.806,16316.104,16319.246000000001,16320.603000000001,16322.223999999998,16324.491000000002,16327.927,16338.472,4395.170999999999,5002.727,5002.846,5002.933,5003.54,5994.066999999999,6016.823,6031.33,6564.531,6809.849,7090.443,7465.425,7698.139,7896.687,8021.94,8034.4580000000005,8046.435,8134.628000000001,8303.315999999999,8432.069,8576.884,8688.378,8791.386999999999,8900.265,8991.268,9066.16,9149.82,9243.011999999999,9356.007,9449.976999999999,9530.643,9629.661,9702.783000000001,9765.055,9829.869,9905.103000000001,9981.711,10076.737,10197.521,10333.365,10459.289,10544.15,10638.913999999999,10734.236,10873.419,10980.256000000001,11094.595,11192.665,11308.288,11428.735,11552.612,11674.961000000001,11795.931,11899.838,12080.051000000001,12198.141000000001,12331.316,12579.857,12945.9,13404.27,13759.337,14238.47,14819.603000000001,15716.909,15721.101,15725.108999999999,15729.726,15733.231000000002,15737.167,15741.587,15745.423,15749.521999999999,15753.396,15756.463,15759.751,15763.045,15766.382,15768.95,15769.204,15772.097,15776.051000000001,15780.829,15785.476999999999,16513.069,16952.078,17440.186999999998,17879.254,20277.484,21121.051,21911.673,22974.406000000003,23973.787,24843.174,25739.866,26047.254,26555.342999999997,27650.014,32839.632000000005,43259.03599999999,43990.009000000005,43993.185999999994
